step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,best_q,alt_q,delta
572,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,7,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 7: -8.3352. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-700.0064086914062,-691.6712036132812,-8.335205078125
573,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,7,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 7: -5.0719. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-690.8225708007812,-685.7506713867188,-5.0718994140625
574,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,7,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 7: -7.0942. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-696.7068481445312,-689.6126098632812,-7.09423828125
575,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,7,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 7: -7.1668. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-693.211181640625,-686.0443725585938,-7.16680908203125
576,A2C,A2C_Q,SingleObjective_PolicyBased,10,5,5,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 5): +4.8820. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-684.3135375976562,-689.1954956054688,4.8819580078125
577,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,1,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 1: -10.8207. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-690.5302734375,-679.7095947265625,-10.8206787109375
578,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,1,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 1: -10.3115. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-691.4548950195312,-681.1433715820312,-10.3115234375
579,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): +4.4417. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-674.7674560546875,-679.2091674804688,4.44171142578125
580,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,11,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 11: -2.2244. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-675.141357421875,-672.9169921875,-2.224365234375
581,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,8,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 8: -7.1049. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-676.801513671875,-669.6966552734375,-7.1048583984375
582,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,3,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 3: -7.0746. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-669.2124633789062,-662.1378784179688,-7.0745849609375
583,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,3,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 3: -4.7717. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-662.0577392578125,-657.2860717773438,-4.77166748046875
584,A2C,A2C_Q,SingleObjective_PolicyBased,3,5,5,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 5): +6.6146. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-660.5572509765625,-667.1718139648438,6.61456298828125
585,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,7,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 7: -5.8534. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-661.4879150390625,-655.634521484375,-5.8533935546875
586,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -9.5081. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-665.2288208007812,-655.720703125,-9.50811767578125
587,A2C,A2C_Q,SingleObjective_PolicyBased,0,5,5,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 5): +2.2987. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-656.4500122070312,-658.7487182617188,2.2987060546875
588,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -7.1766. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-651.6865234375,-644.5098876953125,-7.1766357421875
589,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,10,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 10: -9.8094. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-655.596923828125,-645.7874755859375,-9.8094482421875
590,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,3,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 3: -8.7354. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-648.181396484375,-639.4459838867188,-8.73541259765625
591,A2C,A2C_Q,SingleObjective_PolicyBased,9,5,5,0,"Action 9 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 9 vs highest-logit action (action 5): +1.4764. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-651.4462280273438,-652.922607421875,1.47637939453125
592,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,2,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 2: -11.3586. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-650.8591918945312,-639.5006103515625,-11.35858154296875
593,A2C,A2C_Q,SingleObjective_PolicyBased,5,5,1,1,"Action 5 was executed and matches the highest-logit action (action 5). TD-trained Q-value vs next-best action 1: -6.9557. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-640.1217041015625,-633.166015625,-6.9556884765625
594,A2C,A2C_Q,SingleObjective_PolicyBased,4,5,5,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 5) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 5): +4.3643. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits) to reflect A2C's stochastic policy intent; A2CQNet's greedy TD target estimates a policy different from A2C's own. Match rate is structurally low due to stochastic policy sampling. Reward decomposition not applicable.]",-637.701416015625,-642.0657348632812,4.36431884765625
